,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_wins,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_wins,pace,winner,winning_abbr
201903190LAC,61.54,24.3,8.49,4.7,113.83,80.07,33.5,0.5167,86.5,0.4586,39.7,0.2765,23.9,0.712,16.6,30.7,240,107.11,26.08,11.5,22.5,106,8.39,8.3,0.3024,26.2,0.3773,10,52.27,45,0.5473,13.9,15.7,60.3,0.4898,29.7,35.2,66.64,26.8,9.61,5.7,107.11,73.93,32.8,0.5448,84.1,0.48,40.3,0.3212,27.1,21.2,0.2,240,113.83,19.93,8.5,21.2,112.7,9.95,9.9,0.3514,29.5,10.9,47.73,41.3,0.5884,12.52,13.7,54.6,0.5445,29.4,7.6,99.02,Home,LAC
201903270OKC,62.23,24.4,8.74,4.8,113.04,80.71,33.5,0.5167,86.4,0.4559,39.4,0.2562,22,0.7098,15.5,30.3,240,106.9,25.08,10.9,21.7,104.8,8.34,8.2,0.3071,26.6,0.3896,10.5,52.18,44.4,0.5461,13.54,15.1,59.8,0.4811,28.9,37.1,67.35,26.9,10,5.9,106.9,74.93,32.8,0.5416,84,0.4773,40,0.3043,25.5,20,0.2,240,113.04,19.29,8.1,20.2,110.8,9.73,9.6,0.3561,29.9,10.8,47.82,40.9,0.5836,12.16,13.2,54.1,0.5453,29.2,7.6,98.07,Home,OKC
201903300IND,63.93,25.2,9.19,5.1,113.99,80.05,33.4,0.5126,87.3,0.4504,39.4,0.2449,21.2,0.7319,15.3,32.2,240,107.67,23.89,10.6,21.2,105,7.99,7.8,0.3183,27.9,0.3851,10.9,51.13,44,0.5435,12.22,13.5,59.4,0.4783,28.5,36.9,66.34,26.8,9.7,5.7,107.67,76.12,33.7,0.5385,85.1,0.4774,40.6,0.2966,25.1,19.6,0.2,240,113.99,19.95,8.4,19.7,111.2,8.66,8.5,0.3385,28.8,10.4,48.87,42.1,0.5796,11.49,12.5,56.3,0.5385,30.2,7.6,97.6,Away,ORL
201904070IND,65.87,25.9,8.65,4.8,111.68,80.66,33.4,0.5126,87.2,0.4487,39.2,0.2317,20,0.7416,14.7,32.9,240,107.36,23.29,10.2,20.1,104.3,8.23,8,0.33,28.9,0.3849,11.2,51.1,43.6,0.5435,12.29,13.5,58.3,0.4801,28,38.1,64.18,26,8.53,4.9,107.36,76.71,33.8,0.5355,85.2,0.478,40.7,0.2679,22.7,17.4,0.2,240,111.68,19.34,8.1,19.4,108.6,8.48,8.3,0.3382,28.8,9.8,48.9,41.9,0.5716,11.77,12.7,56.4,0.5498,30.9,7.6,97.26,Away,BRK
201810190LAC,52.9,18,7.3,4,109.8,78.7,37,0.395,95,0.358,34,0.242,23,0.739,17,2,240,93.6,28.3,15,29,92,5.1,5,0.347,33,0.212,7,52,52,0.438,10.2,12,62,0.435,27,0,60,21,4.8,3,93.6,71.7,38,0.5,81,0.432,35,0.444,36,27,0,240,109.8,21.3,10,24,108,3.1,3,0.321,26,11,48,48,0.558,12.6,14,55,0.436,24,0,98.3,Home,LAC
201810230NOP,48.4,18,6.55,4,110.85,77.35,37.5,0.4475,91,0.4145,37.5,0.276,25,0.777,19.5,2,240,99.35,24.15,12,27.5,100.5,4.95,5,0.2885,26.5,0.231,6,50.75,49.5,0.4945,12.05,14,64.5,0.486,31.5,1,57.5,21.5,8.35,5.5,99.35,75.85,37,0.481,87,0.431,37.5,0.437,38,28.5,0,240,110.85,22.65,11,24,112,7.35,7.5,0.2895,25,8.5,49.25,48,0.541,9.65,11,62,0.4645,29,0,101,Home,NOP
201810280LAC,48.06666667,18,5.733333333,3.666666667,116.4333333,74.53333333,35.33333333,0.4376666667,93,0.407,37.66666667,0.2803333333,26,0.7916666667,20.66666667,3,240,98.73333333,24.3,12.66666667,23.66666667,101.6666667,5.5,5.666666667,0.285,26.66666667,0.2156666667,5.666666667,48.53333333,48,0.4883333333,11.83333333,14,66.33333333,0.481,32,1,59.16666667,26,9.866666667,6.666666667,98.73333333,75.7,39,0.5276666667,92.33333333,0.4686666667,43.66666667,0.3333333333,29.66666667,21.66666667,0,240,116.4333333,25.46666667,12,24.33333333,120,7.1,7.333333333,0.287,26.33333333,11,51.46666667,51,0.569,10.23333333,12,66,0.49,32.66666667,0,102.8666667,Home,LAC
201810300OKC,48.9,18,6.575,4.5,116.475,75.4,34.5,0.45825,88.25,0.4235,37,0.3555,30.25,0.7855,23.75,3,240,99.1,22.175,11,24.25,103.75,5.5,5.75,0.28125,25,0.24925,6,48.425,45.5,0.51425,14,16.5,63.25,0.4905,31,1.75,54.275,24.25,10.175,6.5,99.1,77.825,37.25,0.5355,92.75,0.47925,44.75,0.335,30.25,22,0,240,116.475,24.6,11.25,27,122,8.975,9.5,0.2605,24,10.5,51.575,48.5,0.57475,10.725,12.75,68.75,0.494,34.25,0,104.6,Home,OKC
201811010PHI,49.12,18.2,7.38,5,116.04,75.78,34.4,0.4654,87.8,0.4272,37.2,0.3612,30.8,0.798,24.6,3.2,240,100.46,21.64,10.4,25,105.6,5.52,5.8,0.2784,24.6,0.2776,6.6,48.62,44.8,0.5238,14.24,16.8,63.2,0.4844,30.6,2.2,56.6,25.2,10.36,6.6,100.46,78.36,36.4,0.537,92.8,0.478,44.6,0.3282,29.8,21.8,0.4,240,116.04,24.22,11,27.6,122,8.5,9,0.2664,24.6,11,51.38,47.4,0.5756,10.92,13,68.2,0.4892,33.6,15.2,105.02,Home,PHI
201811020ORL,49.88333333,18.83333333,6.833333333,4.666666667,112.5833333,77.03333333,35.33333333,0.4798333333,87.5,0.4355,37.83333333,0.365,31.16666667,0.7913333333,24.66666667,3.333333333,240,103.7666667,22,10.33333333,24.66666667,108,5.433333333,5.666666667,0.2823333333,24.83333333,0.3146666667,7.666666667,49.78333333,45.66666667,0.536,13.78333333,16.16666667,62.66666667,0.4815,30.16666667,2.666666667,55.5,24.33333333,9.75,6.166666667,103.7666667,78,35.66666667,0.5253333333,92.33333333,0.4723333333,43.83333333,0.3086666667,28,20,0.3333333333,240,112.5833333,22.96666667,10.5,27,117.5,8.25,8.666666667,0.2535,23.33333333,9.833333333,50.21666667,46.16666667,0.5601666667,10.63333333,12.5,69,0.4898333333,34,12.66666667,104.1333333,Away,LAC
201811050LAC,49.9,19,7.857142857,5.142857143,114.3428571,76,34.57142857,0.4827142857,87.14285714,0.4405714286,38.14285714,0.3632857143,31,0.7925714286,24.57142857,3.857142857,240,105.1571429,21.87142857,10,24.42857143,108.1428571,6,6.142857143,0.2772857143,24.28571429,0.3037142857,7.285714286,49.37142857,44.57142857,0.5387142857,13.25714286,15.42857143,62.85714286,0.4908571429,30.85714286,2.857142857,57.54285714,25.14285714,9.257142857,5.857142857,105.1571429,78.12857143,34.85714286,0.5314285714,91.71428571,0.4747142857,43.71428571,0.3002857143,27.14285714,20,0.2857142857,240,114.3428571,24,10.85714286,27,117.8571429,7.814285714,8.142857143,0.2675714286,24.42857143,10.42857143,50.62857143,45.71428571,0.5678571429,10.67142857,12.42857143,67.28571429,0.4925714286,33.28571429,10.85714286,102.9857143,Home,LAC
201811080POR,49.45,19,8.6375,5.75,115.1125,75.35,34.5,0.485625,87.375,0.443125,38.5,0.346,29.625,0.78725,23.375,4,240,105.6375,21.0375,9.625,24.125,107.75,5.5125,5.625,0.274875,24.125,0.30925,7.375,48.65,44.125,0.5385,12.4375,14.375,63.25,0.492,31.125,3.25,55.975,24.25,9.6125,6.125,105.6375,78.9625,35.375,0.523,92.375,0.466875,43.25,0.298875,27.25,20.75,0.25,240,115.1125,24.65,11.25,26.125,117.625,7.3625,7.625,0.267625,24.625,10.375,51.35,46.625,0.56325,9.9875,11.625,67.75,0.483875,32.875,9.5,102.15,Home,POR
201811100LAC,51.28888889,20.33333333,9.044444444,6,114.6777778,75.72222222,34.77777778,0.4898888889,89.33333333,0.4436666667,39.44444444,0.3318888889,28.88888889,0.7771111111,22.55555556,3.888888889,242.7777778,106.0666667,21.52222222,10.22222222,24.33333333,109.7777778,5.966666667,6.222222222,0.293,26.55555556,0.3135555556,8.333333333,48.7,45,0.5394444444,12.48888889,14.66666667,62.77777778,0.4956666667,31.11111111,3.888888889,56.03333333,21.77777778,9.677777778,5.666666667,106.0666667,78.47777778,31.88888889,0.5243333333,83.22222222,0.4483333333,38.77777778,0.296,24.22222222,18.44444444,0.2222222222,216.1111111,114.6777778,24.27777778,10.33333333,23.55555556,118.7777778,7.122222222,6.888888889,0.276,22.33333333,9.333333333,51.3,42.22222222,0.5647777778,10.35555556,10.66666667,60.88888889,0.4671111111,29.44444444,8.444444444,102.3777778,Home,LAC
201811150LAC,50.79,20.2,9.11,6,114.84,75.84,34.3,0.4855,90.6,0.4395,39.6,0.3232,28.5,0.7794,22.3,4.2,242.5,106.59,22.05,10.7,24.3,109.9,6.07,6.3,0.2921,26.8,0.3132,8.4,48.57,45,0.5346,11.66,13.7,63.8,0.4899,31.2,4.2,56.18,21.9,9.12,5.4,106.59,77.95,32.8,0.5237,83.4,0.4506,38.9,0.3076,25.3,19.4,0.2,218.5,114.84,24.16,10.2,23.7,118.5,6.61,6.4,0.2755,22.4,9.2,51.43,43,0.5661,10.39,10.8,61,0.472,29.7,7.6,102.11,Home,LAC
201811170BRK,50.29,20.7,8.55,5.7,115.96,74.56,33.5,0.5023,90.6,0.4542,41,0.3243,28.6,0.7888,22.6,4.5,242.5,110.15,21.42,10.1,23.9,113.4,5.97,6.2,0.2816,25.8,0.3398,8.8,47.84,43.6,0.551,11.34,13.3,64.8,0.4978,32.2,5.2,56.43,22.3,9.33,5.6,110.15,78.58,32.2,0.5265,84.1,0.4529,39.4,0.3018,25.1,19.3,0.2,218.5,115.96,25.44,10.7,23.5,119.6,6.71,6.5,0.2752,22.6,9.4,52.16,42.9,0.5681,10.1,10.5,61.5,0.4734,30,7.6,102.11,Away,LAC
201811200WAS,50.25,20.9,8.71,5.7,116.8,74.67,33.4,0.5102,90.8,0.4588,41.5,0.3135,27.7,0.7906,21.9,4.9,242.5,111,21.17,9.9,24.1,114.3,6.07,6.3,0.2889,26.5,0.3555,9.4,47.89,43.3,0.5568,11.44,13.4,64.3,0.5006,32.1,6.1,57.68,22.8,9.43,5.6,111,78.83,31.9,0.5303,84.1,0.4529,39.4,0.3007,25,19.5,0.2,218.5,116.8,25.33,10.6,23.1,120.5,6.61,6.4,0.2913,24.1,10.1,52.11,42.5,0.5724,10.03,10.4,60,0.4741,29.3,7.6,102.13,Home,WAS
201811230LAC,52.41,22,9.29,6.1,114.48,76.15,34.4,0.5189,90.3,0.4653,41.9,0.3042,26.7,0.7863,21,5,245,111.22,20.01,9.1,25.4,114.6,5.97,6.2,0.2904,26.5,0.3703,9.8,48.43,43.5,0.5627,11.68,13.6,63.8,0.5043,32.1,7.2,57.93,19.5,8.91,4.7,111.22,79.99,27.8,0.515,74.7,0.4429,34.2,0.3168,23.7,18.7,0.2,197,114.48,23.85,9.2,21.2,118.1,6.51,5.7,0.2876,21.8,8.6,51.57,37,0.5628,9.83,9.1,52.9,0.52,25.6,7.6,101.19,Home,LAC
201811250POR,51.22,21.7,9.23,5.9,113.28,75.33,34.9,0.5119,91.9,0.4602,42.2,0.2839,25.8,0.7772,20,5.3,245,112.07,20.51,9.6,24.1,114,6.36,6.5,0.2912,27,0.3553,9.6,48.15,44.5,0.553,10,11.6,64.9,0.5032,32.6,8.1,58.26,19.4,8.57,4.6,112.07,79.49,28.8,0.5065,75,0.4351,33.6,0.2931,21.5,17.2,0.2,197,113.28,24.67,9.9,20.1,115.3,5.26,4.3,0.3087,23.9,8.5,51.85,38.7,0.5529,9.67,8.8,51.1,0.527,25.1,7.6,99.77,Away,LAC
201811280LAC,51.35,21.8,9.09,5.8,113.13,73.6,34.2,0.5108,92.2,0.4598,42.3,0.2657,24.3,0.7646,18.5,6.6,245,111.19,20.12,9.5,23.7,112.6,7.47,7.6,0.2937,27.3,0.347,9.5,46.99,43.7,0.5479,9.9,11.4,64.9,0.5064,32.8,8.1,56.92,18.6,8.57,4.6,111.19,79.88,29.3,0.5051,74.3,0.4343,33.2,0.3002,21.9,17.5,0,197,113.13,26.4,10.7,18.8,114.6,5.19,4.2,0.3041,23.3,8.3,53.01,40,0.5525,10.23,9.5,51,0.5246,24.9,0,99.3,Home,LAC
201811290SAC,50.98,22.1,9.37,6,115.67,71.79,33.2,0.5178,92.6,0.4677,43.2,0.2584,23.8,0.7638,18.1,6.8,245,112.43,19.74,9.3,23.5,113.9,7.67,7.8,0.2946,27.5,0.3399,9.4,45.85,42.5,0.5532,9.56,11,65.1,0.521,33.8,9.1,57.57,19.2,8.22,4.4,112.43,80.26,29.3,0.51,74.9,0.4378,33.8,0.3062,22.6,18.6,0,197,115.67,28.21,11.5,18.9,117.2,4.89,3.9,0.3102,24,8.6,54.15,40.8,0.5605,10.24,9.6,50.9,0.5295,25.2,0,99.35,Away,LAC
201812030NOP,51.9,23,8.14,5.3,116.04,72.43,33.4,0.5317,92.4,0.4796,44.1,0.2592,23.8,0.7605,18,6.8,245,114.25,19.82,9.2,23.3,115.9,7.14,7.3,0.294,27.4,0.3561,9.7,46.43,42.6,0.5647,9.66,11.1,65,0.5314,34.4,10.3,57.12,19.4,8.38,4.5,114.25,80.18,28.8,0.5135,75.3,0.4422,34.4,0.3051,22.6,18.1,0,197,116.04,27.57,11.2,18.6,117.8,5.39,4.4,0.312,24.3,8.5,53.57,40,0.5611,9.79,9.1,51,0.5407,25.9,0,99.53,Away,LAC
201812050MEM,53.67,22.7,7.43,4.7,114,73.01,33.6,0.5203,90.9,0.4673,42.5,0.284,25.3,0.7655,19.3,7.1,245,112.32,20.54,9.6,23.2,114,7.87,8,0.2993,27.4,0.3561,9.7,46.97,43.2,0.5591,10.67,12.2,63.5,0.5147,32.8,11.3,57.48,19.4,8.35,4.3,112.32,79.46,28.7,0.5147,74.1,0.4445,34.1,0.3044,22.2,17,0,197,114,26.99,10.9,19.3,115.8,5.91,4.9,0.3181,24.5,8.2,53.03,39.6,0.5582,10.63,10,49.6,0.551,25.9,0,99.49,Home,MEM
201812080LAC,53.82,22.3,7.2,4.5,112.37,72.82,34.2,0.5184,89.6,0.466,41.8,0.3045,26.9,0.7677,20.5,8.2,242.5,113.09,20.8,9.5,23,113.5,7.78,7.8,0.2979,26.7,0.3546,9.4,47.44,43.7,0.5598,10.3,11.6,62.9,0.5131,32.4,11.5,56.68,20.8,8.84,4.9,113.09,79.2,31.9,0.5022,82,0.4516,37.1,0.3119,25.3,19.5,0,218.5,112.37,27.18,11.9,21.6,112.8,5.87,5.3,0.3164,27,8.8,52.56,43.8,0.5482,10.65,11.3,55,0.561,28.3,0,99.4,Away,MIA
201812100PHO,55.19,23.1,6.81,4.3,112.05,72.75,34.4,0.5309,87.9,0.4787,42.2,0.3188,27.7,0.7665,21.1,8.4,245,113.65,20.62,9,22.7,114.7,7.84,7.9,0.2942,25.9,0.3569,9.2,47.82,43.4,0.5725,11.41,12.9,62,0.5287,33,12.5,57.53,18.6,9.68,4.6,113.65,79.38,28,0.5052,74.1,0.4378,33.3,0.292,22.6,17.5,0,197,112.05,27.25,11.1,19.1,113.1,7,5.3,0.3159,24.9,8,52.18,39.1,0.5483,10.85,10.2,49.2,0.5594,25.3,0,98.96,Away,LAC
201812110LAC,57.2,24.2,7.62,4.8,110.32,73.49,34.8,0.534,88,0.4803,42.4,0.306,26.5,0.7582,20,8.6,245,113.61,20.8,9.1,22.4,114.3,8.27,8.3,0.3002,26.5,0.3574,9.5,48.29,43.9,0.573,11.36,12.8,61.5,0.531,32.9,13.7,57.86,18.6,9.74,4.6,113.61,79.2,28,0.5007,73.9,0.4365,33.1,0.2755,21.1,16.5,0,197,110.32,26.51,10.8,18.5,111.1,6.8,5.1,0.3132,24.6,7.4,51.71,38.8,0.543,11.25,10.6,49.3,0.5652,25.7,0,98.68,Away,TOR
201812130SAS,59.85,24.3,7.04,4.5,111.33,73.62,34,0.5178,87.5,0.4643,40.8,0.3144,27.1,0.7457,20.2,9.1,245,111.33,21.55,9.7,21.4,111.2,8.11,8.1,0.3068,26.9,0.349,9.4,48.01,43.7,0.5581,11.39,12.8,60.6,0.5122,31.4,14.3,56.32,18.4,9.77,4.5,111.33,78.45,28.6,0.5146,72.9,0.4513,33.9,0.2625,19.6,15.2,0,197,111.33,26.38,10.5,18.5,111.1,6.78,5,0.2978,22.9,7.1,51.99,39.1,0.5531,11.7,11,50,0.5775,26.8,0,97.87,Home,SAS
201812150OKC,57.69,23.2,6.64,4.2,111.67,73.34,33.7,0.5266,85.8,0.4693,40.4,0.3241,27.5,0.7361,20.3,9.7,242.5,111.55,21.87,9.7,20.7,110.9,8.24,8.2,0.3108,26.7,0.3677,9.8,48.3,43.4,0.566,12.36,13.8,59.1,0.5114,30.6,14.8,56.01,20.8,10.4,5.2,111.55,78.13,31.5,0.5195,81,0.4536,37.7,0.2605,22,16.9,0,218.5,111.67,26.66,11.4,19.9,110.9,7.49,6.3,0.2977,24.5,7.9,51.7,42.9,0.5549,11.75,12,56.5,0.526,29.8,0,98.36,Home,OKC
201812170LAC,59.27,24.3,6.5,4.1,113.86,74.07,32.7,0.5421,85.4,0.4818,41.3,0.3223,27.2,0.7556,20.7,10.4,242.5,113.73,21.5,9.2,22.6,113.6,7.8,7.8,0.3063,26.2,0.3977,10.3,48.48,41.9,0.5822,12.98,14.5,59.2,0.5167,31,15.2,58.15,21.7,9.78,4.8,113.73,78.5,30.2,0.5287,79.6,0.4609,37.7,0.2972,24.9,19.4,0,218.5,113.86,25.93,10.6,19.8,113.6,7.78,6.6,0.291,23.4,8.1,51.52,40.8,0.569,11.6,11.8,56.2,0.5255,29.6,0,98.84,Away,POR
201812260LAC,59.45,24.9,7.05,4.5,114.7,74.96,33.1,0.5457,86.9,0.4851,42.3,0.3165,26.9,0.7501,20.4,10.3,242.5,115.28,22.44,9.7,22.3,115.5,6.89,6.9,0.3059,26.6,0.4002,10.5,49.32,42.8,0.5844,12.61,14.2,60.3,0.5202,31.8,16.6,57.69,21.9,9.48,4.7,115.28,77.56,30,0.5321,80.6,0.4644,38.5,0.284,24,18.9,0,218.5,114.7,25.04,10.2,20.1,114.8,7.86,6.7,0.2958,24.1,8.2,50.68,40.2,0.5713,10.89,10.9,56.5,0.5338,30.3,0,99.12,Home,LAC
